aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Label,
0,0.97,-0.04,-3.3,1.04,-0.43,-44,53,-46,3,
0,0.97,-0.03,3.42,-0.49,0.12,-43,53,-48,3,
0,0.97,-0.05,-4.58,0.98,-0.37,-43,55,-51,3,
0,0.97,-0.03,2.75,-0.43,0.18,-45,51,-47,3,
0,0.97,-0.05,-0.98,0.12,-0.49,-43,53,-44,3,
0,0.97,-0.03,-1.04,0.85,0.31,-43,54,-45,3,
0,0.97,-0.05,0.79,-0.98,-0.18,-43,55,-47,3,
0,0.97,-0.04,-1.34,0.79,0.24,-43,51,-47,3,
0,0.97,-0.05,0.73,-0.79,-0.24,-43,55,-44,3,
0,0.97,-0.04,-1.89,0.79,-0.37,-42,52,-48,3,
0,0.97,-0.04,3.91,-1.34,-0.18,-44,53,-48,3,
0,0.97,-0.04,-3.23,1.28,-0.31,-43,54,-47,3,
0,0.97,-0.04,4.03,-0.85,0.18,-43,56,-47,3,
0,0.97,-0.04,-2.87,0.31,-0.43,-43,55,-49,3,
0,0.97,-0.03,5.43,-2.5,0.18,-43,54,-42,3,
0,0.97,-0.04,-1.46,0.79,-0.37,-43,53,-46,3,
0,0.97,-0.03,0.98,0,0.18,-42,55,-44,3,
0,0.97,-0.04,-2.5,0.49,-0.67,-43,55,-49,3,
0,0.97,-0.03,-0.37,0.55,0.24,-43,53,-47,3,
0,0.97,-0.04,-1.46,-1.16,-0.24,-41,54,-43,3,
0,0.97,-0.03,0.73,-1.71,-0.06,-44,52,-52,3,
0,0.97,-0.04,3.42,-1.04,-0.55,-44,53,-47,3,
0,0.97,-0.03,-1.95,1.4,-0.31,-41,51,-50,3,
0,0.97,-0.04,3.36,-1.28,-0.18,-45,52,-45,3,
0,0.97,-0.03,-4.82,1.46,-0.43,-43,53,-46,3,
0,0.97,-0.03,2.75,-0.92,-0.06,-44,54,-44,3,
0,0.97,-0.04,-4.09,1.4,-0.55,-45,55,-43,3,
0,0.97,-0.03,2.99,-0.37,0.31,-43,52,-46,3,
0,0.97,-0.04,-0.55,0.24,-0.49,-44,54,-46,3,
0,0.97,-0.03,-0.67,0.55,0.24,-44,55,-46,3,
0,0.97,-0.04,1.04,-0.55,-0.55,-43,52,-45,3,
0,0.97,-0.03,-1.71,0.98,0,-44,54,-47,3,
0,0.97,-0.04,2.38,-1.16,0,-44,54,-49,3,
0,0.97,-0.03,-4.09,1.34,-0.31,-43,53,-49,3,
0,0.97,-0.04,5.68,-1.28,0,-43,55,-51,3,
0,0.97,-0.04,-4.64,1.4,-0.31,-43,52,-46,3,
0,0.97,-0.03,2.99,-0.67,0.18,-41,53,-48,3,
0,0.97,-0.04,-1.59,0.43,-0.55,-41,53,-50,3,
0,0.97,-0.03,-0.55,0.73,0.31,-43,51,-50,3,
0,0.97,-0.04,2.14,-1.04,-0.12,-42,56,-48,3,
0,0.97,-0.03,-2.75,1.34,-0.12,-44,54,-49,3,
0,0.97,-0.04,5.62,-1.71,0.31,-44,53,-45,3,
0,0.97,-0.04,-4.76,1.71,-0.37,-43,53,-45,3,
0,0.97,-0.03,4.39,-1.16,0.18,-43,51,-48,3,
0,0.97,-0.04,-2.93,0.79,-0.18,-43,53,-49,3,
0,0.97,-0.03,1.89,-0.24,0.24,-44,55,-44,3,
0,0.97,-0.04,0.18,0,-0.49,-43,52,-47,3,
0,0.97,-0.03,-1.16,0.67,-0.06,-41,52,-50,3,
0,0.97,-0.04,1.16,-0.79,-0.37,-43,56,-47,3,
0,0.97,-0.03,-1.65,1.28,-0.31,-44,55,-49,3,
0,0.97,-0.04,4.7,-1.34,-0.06,-43,53,-45,3,
0,0.97,-0.04,-4.27,1.22,-0.37,-42,54,-45,3,
0,0.97,-0.03,4.7,-1.04,0.12,-45,54,-47,3,
0,0.97,-0.04,-4.39,1.22,-0.24,-43,52,-45,3,
0,0.97,-0.03,3.05,-0.55,0.24,-42,53,-48,3,
0,0.97,-0.04,-1.16,0.12,-0.55,-43,51,-50,3,
0,0.97,-0.03,-1.04,0.79,0.12,-45,52,-50,3,
0,0.97,-0.04,3.05,-1.22,-0.18,-42,52,-49,3,
0,0.97,-0.03,-2.38,1.1,-0.31,-41,54,-48,3,
0,0.97,-0.04,3.72,-1.46,0,-42,53,-45,3,
0,0.97,-0.04,-4.88,1.22,-0.37,-45,55,-44,3,
0,0.97,-0.03,2.81,-0.79,0.12,-43,53,-45,3,
0,0.97,-0.05,-2.01,0.49,-0.61,-43,52,-42,3,
0,0.97,-0.03,1.22,-0.06,0.12,-44,55,-48,3,
0,0.97,-0.04,1.16,-0.37,-0.37,-43,53,-49,3,
0,0.97,-0.03,-2.93,1.16,-0.18,-43,53,-49,3,
0,0.97,-0.04,2.32,-1.1,0,-43,52,-48,3,
0,0.97,-0.03,-3.85,1.4,-0.49,-44,55,-50,3,
0,0.97,-0.03,4.82,-1.4,0.18,-44,52,-45,3,
0,0.97,-0.04,-4.88,1.34,-0.37,-43,54,-48,3,
0,0.97,-0.03,2.75,-0.55,0.24,-42,53,-49,3,
0,0.97,-0.04,-3.42,0.73,-0.61,-42,53,-47,3,
0,0.97,-0.03,1.04,0,0.24,-44,53,-47,3,
0,0.97,-0.04,-0.49,-1.89,-0.12,-46,53,-47,3,
0,0.97,-0.02,-2.01,0.92,-0.06,-45,54,-50,3,
0,0.97,-0.05,-2.38,-1.95,-0.85,-43,51,-48,3,
0,0.97,-0.03,2.81,-1.71,-0.43,-43,54,-44,3,
0,0.97,-0.05,1.53,1.77,0.43,-45,53,-49,3,
0,0.97,-0.03,-7.69,4.33,-0.98,-45,56,-44,3,
0,0.97,-0.05,4.64,-2.81,0,-46,53,-48,3,
0,0.97,-0.04,2.2,-0.55,-0.31,-43,53,-48,3,
0,0.97,-0.05,-1.77,0.73,0,-44,53,-49,3,
0,0.97,-0.03,3.85,1.53,-0.18,-43,54,-44,3,
0,0.97,-0.04,2.81,0.06,-0.49,-42,53,-48,3,
0,0.97,-0.04,-1.28,-2.08,-0.79,-44,54,-49,3,
0,0.97,-0.05,-3.3,-0.49,-0.43,-45,53,-48,3,
0,0.97,-0.06,2.44,0.37,0.37,-43,54,-46,3,
0,0.97,-0.04,-0.06,1.77,-0.67,-45,53,-50,3,
0,0.97,-0.05,1.71,-0.43,-0.55,-44,53,-48,3,
0,0.97,-0.04,-0.67,-1.77,-0.06,-42,54,-52,3,
0,0.97,-0.06,-3.42,0.37,0.37,-41,53,-50,3,
0,0.97,-0.05,2.14,0.73,0.12,-44,55,-48,3,
0,0.97,-0.04,-1.22,0.67,-0.18,-43,53,-49,3,
0,0.97,-0.04,-3.05,-1.1,0,-44,55,-48,3,
-0.01,0.97,-0.05,-3.17,-0.67,0.31,-43,53,-48,3,
0,0.97,-0.06,-0.37,0.79,0.49,-41,56,-50,3,
0,0.97,-0.03,9.03,0.55,-0.31,-43,54,-52,3,
0,0.97,-0.05,-3.11,-0.18,-0.37,-41,53,-46,3,
0,0.97,-0.05,1.34,-1.53,-0.31,-43,53,-44,3,
0,0.97,-0.05,1.59,-1.71,-0.73,-43,53,-47,3,
0,0.97,-0.04,1.59,1.04,0.12,-46,53,-49,3,
0,0.97,-0.05,-6.16,1.16,-1.16,-44,52,-47,3,
0,0.97,-0.06,-0.49,-2.2,0.31,-43,52,-46,3,
0,0.97,-0.05,2.5,-0.24,-0.18,-44,53,-47,3,
0,0.97,-0.05,2.38,0.79,0.73,-44,50,-45,3,
0,0.97,-0.03,-7.63,1.22,-0.06,-44,54,-47,3,
0,0.97,-0.05,2.26,-1.04,0.24,-46,52,-48,3,
0,0.97,-0.05,1.89,-0.24,0.18,-45,52,-49,3,
0,0.97,-0.04,4.27,0.24,0.24,-46,54,-52,3,
0,0.97,-0.03,0.98,0.06,-0.67,-45,54,-47,3,
0,0.97,-0.02,-9.52,-0.31,0.73,-45,55,-47,3,
0,0.97,-0.05,9.03,-0.73,0.37,-45,53,-50,3,
0,0.97,-0.05,-2.56,-0.18,0.37,-43,54,-44,3,
-0.01,0.97,-0.05,-2.44,-0.49,-0.79,-43,53,-46,3,
0,0.97,-0.05,-1.46,0.55,0,-43,53,-43,3,
0,0.96,-0.05,-1.28,0.55,0,-45,53,-52,3,
-0.01,0.97,-0.06,-2.56,-0.06,0.31,-47,55,-50,3,
0,0.97,-0.07,-2.44,-1.34,-0.61,-43,54,-50,3,
0,0.97,-0.07,-0.49,-1.4,-0.43,-44,52,-48,3,
0,0.97,-0.07,5.19,-2.08,-0.49,-45,52,-48,3,
0,0.97,-0.05,6.04,0.85,0.31,-45,53,-51,3,
-0.01,0.97,-0.06,-1.28,4.03,-1.22,-44,52,-50,3,
-0.01,0.97,-0.04,-0.67,-2.08,-1.1,-46,51,-52,3,
0,0.97,-0.07,-3.36,-4.52,0.85,-45,50,-52,3,
0,0.97,-0.07,6.77,0,0.61,-45,52,-50,3,
0,0.97,-0.01,3.05,0.37,0.06,-45,50,-49,3,
-0.01,0.97,-0.07,-0.18,-1.77,-0.73,-45,55,-51,3,
-0.01,0.97,-0.06,5.07,0.06,0,-45,51,-54,3,
0,0.97,-0.05,1.46,-2.93,0,-46,51,-53,3,
0,0.97,-0.04,16.36,-1.89,0.92,-46,51,-52,3,
-0.01,0.97,-0.01,-6.16,0.43,-0.12,-46,51,-50,3,
-0.01,0.97,-0.02,-2.14,-1.89,-0.31,-46,50,-49,3,
-0.01,0.97,-0.03,2.26,-0.37,-0.55,-47,53,-50,3,
0,0.97,-0.02,3.36,-2.87,-0.43,-48,52,-54,3,
0,0.97,-0.01,2.26,1.34,0.12,-46,51,-52,3,
0,0.97,-0.02,-4.64,0.67,-0.37,-46,52,-55,3,
0,0.97,-0.02,-2.01,-0.06,-0.55,-46,51,-50,3,
0,0.97,-0.02,0.73,0.67,-0.31,-42,52,-51,3,
0,0.97,-0.02,0.24,0.49,0.31,-45,51,-56,3,
0,0.97,-0.02,0.24,0.37,0.18,-46,51,-55,3,
0,0.97,-0.02,-0.92,1.59,-0.67,-45,50,-50,3,
0,0.97,-0.04,-0.24,0.12,-1.28,-48,51,-44,3,
0,0.97,-0.03,0.24,-0.61,0.12,-45,51,-52,3,
0,0.97,-0.01,-1.95,1.34,0.55,-46,52,-50,3,
0,0.97,-0.04,-2.01,5.43,-0.79,-45,49,-52,3,
0,0.97,-0.04,-9.16,6.84,-0.55,-45,53,-53,3,
0,0.97,-0.05,7.51,0.06,-0.37,-48,54,-47,3,
0,0.97,-0.04,-5.19,2.08,-0.18,-43,53,-48,3,
0,0.97,-0.08,-4.94,0.06,1.1,-42,49,-51,3,
0,0.97,-0.06,2.5,-3.36,0.92,-44,53,-49,3,
0,0.97,-0.04,3.97,1.59,0.06,-43,52,-54,3,
0,0.97,-0.04,-1.22,1.46,0.18,-44,50,-50,3,
0,0.97,-0.04,-5.31,10.62,-1.28,-43,52,-47,3,
-0.01,0.97,-0.05,7.02,8,-0.49,-44,53,-48,3,
0,0.97,-0.05,-5.92,12.88,-1.16,-41,55,-51,3,
-0.01,0.97,-0.07,-10.38,10.68,-1.53,-43,55,-44,3,
-0.01,0.96,-0.09,-7.14,5.49,0,-39,56,-43,3,
0,0.97,-0.11,1.95,9.46,-1.4,-35,56,-38,3,
0.01,0.97,-0.08,3.91,4.88,-1.77,-37,56,-35,3,
-0.02,0.97,-0.11,13.37,-6.77,0.31,-34,54,-33,3,
0,0.97,-0.06,-0.79,-3.91,-0.06,-32,55,-35,3,
0,0.97,-0.06,4.33,-11.78,1.04,-34,52,-34,3,
0,0.97,-0.04,14.1,-9.28,0.31,-35,58,-34,3,
0,0.97,0,17.52,-12.88,-0.61,-32,56,-35,3,
0,0.93,0.18,78.92,10.19,-0.43,-37,57,-39,3,
0,0.97,0.05,-10.13,0.12,0.12,-35,59,-39,3,
-0.01,0.96,0.07,18.8,-13.92,-0.92,-33,58,-36,3,
0,0.96,0.1,0.67,-10.38,-0.67,-38,58,-42,3,
0,0.96,0.1,4.64,1.71,0.06,-38,58,-40,3,
0,0.97,0.07,12.27,-0.61,-0.31,-41,59,-47,3,
-0.01,0.97,0.08,-6.41,-6.96,-0.92,-42,57,-46,3,
0,0.97,0.07,4.33,-9.4,-0.79,-39,59,-50,3,
0.01,0.97,0.08,4.64,-4.58,-0.49,-48,61,-56,3,
-0.01,0.97,0.09,1.34,-0.79,-0.37,-50,61,-55,3,
-0.01,0.97,0.08,10.5,2.08,0.55,-51,61,-61,3,
0,0.97,0.05,-4.52,1.22,-0.18,-50,65,-56,3,
-0.01,0.97,0.07,7.02,3.78,0.85,-51,62,-61,3,
-0.01,0.97,0.06,-8.18,3.66,-0.06,-54,62,-57,3,
0.01,0.97,0.03,-8.97,29.42,0.18,-51,64,-53,3,
0,0.97,0.03,-2.2,14.4,-0.24,-51,63,-50,3,
-0.01,0.97,0.04,-4.88,6.9,-0.37,-48,65,-47,3,
0,0.97,0.01,-4.82,7.51,-0.55,-48,62,-50,3,
0,0.97,0.02,11.29,0,-0.06,-46,64,-48,3,
0,0.97,0.04,6.04,-0.43,-0.55,-48,66,-49,3,
0,0.97,0.04,8.54,-0.31,-0.18,-48,63,-52,3,
0,0.96,0.09,17.58,-5.55,-0.92,-50,66,-52,3,
0,0.97,0.06,2.5,-5.25,-0.61,-48,63,-50,3,
0,0.97,0.08,5.86,-11.6,-1.04,-46,63,-48,3,
0,0.97,0.09,-2.32,-2.69,-0.43,-46,66,-50,3,
0,0.96,0.12,8.79,-6.04,-0.12,-49,66,-54,3,
-0.01,0.96,0.11,-1.04,-5.86,-1.77,-49,67,-53,3,
-0.01,0.96,0.13,19.04,-6.41,-0.24,-49,66,-57,3,
0,0.96,0.13,-1.59,0.55,-0.31,-51,68,-57,3,
-0.01,0.96,0.11,-11.35,-1.22,0.12,-51,66,-57,3,
0,0.97,0.1,3.36,-1.16,-0.06,-52,68,-57,3,
0,0.97,0.1,-21.42,-0.12,0.24,-53,66,-61,3,
0,0.97,0.06,1.95,19.29,0.85,-51,67,-54,3,
0,0.97,0.09,17.46,-1.16,-1.1,-49,64,-57,3,
0,0.96,0.15,23.86,-4.76,-0.55,-52,65,-60,3,
0.01,0.97,0.14,5.98,3.91,0.85,-58,69,-69,3,
0.01,0.96,0.17,-14.28,1.89,0.55,-66,70,-76,3,
0,0.96,0.16,-3.6,1.53,0.55,-68,71,-80,3,
-0.01,0.96,0.14,3.72,0.79,0.12,-67,71,-76,3,
0,0.96,0.13,5.98,1.04,0.24,-68,70,-80,3,
-0.01,0.96,0.13,7.81,0.37,-0.06,-69,68,-74,3,
0,0.96,0.15,3.48,0.49,-0.31,-68,71,-81,3,
0,0.96,0.15,-1.34,-2.2,-1.4,-69,73,-81,3,
0,0.96,0.18,7.87,0.55,0.37,-69,70,-75,3,
0,0.96,0.17,13.06,-1.28,-0.67,-71,71,-81,3,
0,0.95,0.2,-15.93,0.49,0.55,-70,73,-82,3,
0,0.95,0.18,-6.23,0.49,-0.98,-71,72,-76,3,
-0.01,0.96,0.17,-12.94,-0.67,-0.31,-70,72,-75,3,
0,0.96,0.14,-10.13,0.24,0.98,-69,70,-76,3,
0,0.99,0.03,8.48,3.91,0.79,-66,69,-70,3,
-0.02,0.97,0.08,-33.51,-7.08,-2.99,-66,72,-71,3,
0,0.97,0.05,-5.86,-0.37,0.06,-65,69,-73,3,
0,0.97,0.05,-6.71,-1.77,-2.08,-68,67,-69,3,
0.02,0.98,-0.02,-18.31,5.8,3.05,-64,66,-68,3,
0,0.97,0.04,23.68,-3.66,-0.67,-65,68,-67,3,
0,0.96,0.07,-11.17,1.77,-0.43,-65,66,-71,3,
0,0.95,0.09,-2.44,-0.37,1.16,-66,68,-67,3,
0.01,0.96,0.05,23.07,3.72,-1.34,-66,67,-69,3,
0,0.97,0.03,14.71,0.43,0,-67,68,-68,3,
0,0.97,0.05,1.95,-1.04,-1.71,-65,69,-66,3,
0.01,0.97,0.01,-31.74,16.72,-4.76,-65,68,-71,3,
0,0.97,-0.1,-21.55,-4.21,-0.49,-62,63,-60,3,
0,0.96,0,23.5,-0.79,-0.12,-65,63,-62,3,
-0.01,0.97,0.01,-5.07,6.47,-1.71,-63,65,-66,3,
0,0.96,0.02,13.67,-0.67,0.18,-63,65,-61,3,
0,0.97,-0.01,-4.03,-1.22,-1.16,-65,67,-68,3,
0,0.96,0.03,15.62,-2.38,-1.04,-63,68,-67,3,
0.01,0.97,0,3.42,-4.58,-1.59,-64,70,-66,3,
0.01,0.97,0.01,2.44,-6.35,-1.04,-67,68,-67,3,
0,0.97,0,-4.15,-2.2,0,-65,65,-67,3,
0,0.97,-0.01,-5.62,4.88,-0.31,-65,68,-69,3,
0,0.97,0,-0.79,11.54,0,-64,63,-67,3,
0,0.97,-0.01,1.28,8.06,-0.92,-63,68,-62,3,
0.01,0.97,-0.01,-0.73,1.71,-0.61,-63,65,-64,3,
0,0.97,-0.02,-1.89,0.92,-0.37,-63,68,-62,3,
0,0.97,-0.02,-9.64,1.22,0.06,-63,66,-63,3,
0.02,0.97,-0.02,-0.79,-0.12,0,-62,65,-59,3,
0.01,0.97,-0.03,-5.07,-0.12,0.24,-61,65,-61,3,
0.01,0.97,-0.03,0.31,0.79,0.24,-59,65,-65,3,
0.01,0.97,-0.02,-3.05,3.78,-0.73,-61,68,-62,3,
0.02,0.98,-0.03,2.69,1.1,0.49,-59,66,-63,3,
0.01,0.97,-0.03,-6.41,0.18,0.67,-61,66,-61,3,
0,0.97,-0.04,-4.76,1.46,-0.37,-63,65,-66,3,
0.01,0.97,-0.04,-1.16,-0.85,0.37,-59,64,-61,3,
0,0.97,-0.04,3.17,-0.06,-0.61,-59,67,-62,3,
0.01,0.97,-0.03,0.85,1.83,-1.1,-60,67,-66,3,
0.01,0.98,-0.04,-7.32,2.26,0.12,-61,67,-59,3,
0.02,0.97,-0.03,0.79,-0.06,0.37,-62,65,-60,3,
0.01,0.97,-0.05,5.07,-1.16,0.43,-60,66,-60,3,
0.01,0.97,-0.03,-0.79,-1.04,0.49,-63,64,-57,3,
0,0.97,-0.04,-4.64,0.55,-0.18,-61,66,-60,3,
0.01,0.97,-0.06,3.42,-0.55,-0.31,-61,65,-62,3,
0.01,0.97,-0.03,-0.85,-3.11,-0.43,-61,65,-61,3,
0.01,0.97,-0.05,4.58,-6.1,-0.37,-61,65,-62,3,
0,0.97,-0.04,-3.36,-11.47,0.24,-62,66,-64,3,
0,0.97,-0.04,0.31,-5.49,0.79,-65,66,-67,3,
0,0.97,-0.04,0,-2.81,-0.49,-64,64,-62,3,
0.01,0.97,-0.03,6.04,-3.3,-0.18,-65,65,-67,3,
0.01,0.97,-0.03,5.37,-3.85,-0.73,-64,65,-66,3,
0.01,0.97,-0.01,-3.17,0.55,0.85,-68,65,-69,3,
0.01,0.97,-0.03,-0.55,3.3,0,-68,63,-68,3,
0.01,0.97,-0.02,-2.56,5,-0.24,-66,64,-63,3,
0.01,0.97,-0.03,4.15,-7.32,0.55,-65,65,-68,3,
0.01,0.97,-0.02,-1.53,2.2,-0.43,-68,64,-68,3,
0.01,0.97,-0.01,4.76,0.06,-0.55,-68,63,-65,3,
0.01,0.97,-0.01,-4.58,-0.49,0.43,-66,67,-71,3,
0,0.97,-0.02,-4.09,-6.35,-0.12,-66,65,-70,3,
0.01,0.97,-0.02,7.2,-0.18,-0.12,-69,66,-69,3,
0,0.97,-0.01,-2.2,5.55,-0.85,-68,63,-68,3,
0.01,0.97,-0.02,3.85,-0.73,-0.79,-67,68,-66,3,
0.01,0.97,-0.01,-4.52,1.46,0.24,-69,67,-67,3,
0.01,0.97,-0.03,-4.46,2.87,-0.73,-66,68,-65,3,
0.01,0.97,-0.01,2.26,0.24,-0.12,-67,67,-66,3,
0.01,0.97,-0.02,-2.62,0.43,0.31,-66,67,-71,3,
0.01,0.97,-0.03,4.33,-0.06,-2.14,-65,65,-67,3,
0.01,0.97,-0.02,-0.06,0.24,0.92,-66,66,-68,3,
0.01,0.97,-0.03,-0.31,10.68,-1.28,-66,66,-66,3,
0.01,0.97,-0.02,-0.61,9.46,0.61,-63,67,-66,3,
0.01,0.97,-0.03,-3.54,8.24,-0.98,-63,66,-67,3,
0.01,0.97,-0.02,7.14,2.26,-1.16,-64,65,-62,3,
0.02,0.98,-0.07,1.4,-14.47,-2.08,-63,65,-64,3,
0,0.97,-0.02,1.04,-2.08,-0.61,-62,66,-59,3,
0.01,0.97,0,-1.34,-0.73,1.59,-65,67,-61,3,
0.01,0.97,-0.02,-2.93,2.69,0.67,-61,66,-66,3,
0,0.97,-0.01,11.6,-1.95,1.65,-63,66,-64,3,
0,0.97,0.01,-7.02,-0.18,0.98,-65,69,-67,3,
0,0.97,-0.01,4.58,-2.69,1.04,-62,64,-66,3,
-0.01,0.97,0.01,-0.24,-0.24,-0.12,-62,65,-64,3,
-0.01,0.97,-0.01,-3.17,-0.18,-0.73,-63,67,-64,3,
0,0.97,0,3.91,0.98,0.12,-62,66,-64,3,
-0.01,0.97,0.02,3.48,0.79,0.73,-61,67,-66,3,
-0.01,0.97,0,-0.24,0.92,-0.79,-61,66,-62,3,
0,0.97,0.01,5.37,0.18,-2.81,-62,69,-61,3,
0,0.97,0.01,-3.36,2.01,-1.77,-65,66,-63,3,
0,0.97,0.02,12.82,12.63,-0.37,-64,67,-62,3,
0,0.97,0.03,0.85,-1.22,0.31,-63,68,-64,3,
0,0.97,0.04,-10.5,-0.43,0.18,-58,67,-58,3,
0,0.97,0.02,-8,-4.76,-1.1,-62,65,-64,3,
0,0.97,0.02,6.53,-9.83,-0.61,-61,65,-66,3,
0,0.97,0.03,-7.45,-6.65,0.31,-62,68,-67,3,
0,0.97,0.02,-0.92,-7.69,-0.24,-65,68,-66,3,
0.01,0.97,0.03,2.2,-6.47,-0.67,-67,69,-64,3,
0,0.97,0.03,-0.61,0.79,-0.73,-62,64,-71,3,
0.01,0.97,0.02,2.08,4.82,0.37,-65,66,-71,3,
0.01,0.97,0.05,8.54,1.77,0.12,-66,67,-68,3,
0.01,0.97,0.04,-5.74,5,-0.24,-63,66,-65,3,
0.01,0.97,0.03,0.67,-0.18,-0.24,-63,66,-64,3,
0.01,0.97,0.05,1.34,4.52,0.55,-64,67,-68,3,
0.01,0.97,0.03,-5.62,8.85,-0.79,-62,66,-62,3,
0.01,0.97,0.02,5.25,2.01,-0.73,-63,65,-62,3,
0.01,0.97,0.04,0.06,6.16,0.31,-60,65,-60,3,
0.01,0.97,0.02,-6.71,3.85,-0.37,-61,66,-61,3,
0.01,0.97,0.03,6.77,-2.32,-0.18,-58,68,-67,3,
0,0.97,0.04,-4.52,2.01,0.12,-59,65,-61,3,
0.01,0.97,0.03,0.67,0.73,-0.73,-60,69,-63,3,
0.01,0.97,0.02,-1.46,-0.49,0.31,-57,64,-60,3,
0.01,0.97,0.02,-5.92,2.44,-1.34,-61,68,-58,3,
0.01,0.97,0,6.65,-0.79,-1.04,-60,68,-63,3,
0.01,0.97,0.03,-0.06,-0.31,1.34,-60,65,-58,3,
0.01,0.97,0.02,3.48,-1.34,-0.12,-58,66,-63,3,
0.01,0.97,0.04,5.25,-9.22,-0.79,-59,65,-61,3,
0.01,0.97,0.03,-4.7,-3.42,-0.55,-59,68,-69,3,
0.01,0.97,0.03,3.72,-8.85,-1.1,-60,66,-67,3,
0,0.97,0.05,-0.43,-8.48,-0.24,-63,70,-66,3,
0.01,0.97,0.01,-2.5,-4.82,-0.85,-65,68,-66,3,
0.01,0.97,0.03,3.23,-5,0.85,-64,65,-73,3,
0,0.97,0.02,-9.77,-2.93,1.04,-66,66,-66,3,
0.01,0.97,0.02,1.77,-3.05,-0.43,-66,66,-66,3,
0.01,0.97,0.02,2.38,-5.92,-0.98,-66,67,-69,3,
0.01,0.97,0.02,-4.21,0.18,0.12,-65,66,-74,3,
0.01,0.97,0.02,-1.28,-1.83,-0.06,-68,65,-69,3,
0.01,0.97,0.02,2.99,-2.26,-0.61,-70,66,-74,3,
0,0.97,0.01,-2.87,9.64,-0.98,-69,67,-71,3,
0.01,0.97,0.01,1.28,8.06,0.18,-66,66,-68,3,
0.01,0.97,0.01,2.38,8.36,0.61,-67,66,-68,3,
0,0.97,0.01,1.65,0.12,0.18,-63,66,-66,3,
0,0.97,0.01,-10.99,2.38,0.12,-63,66,-68,3,
0.01,0.97,-0.01,-14.1,4.46,-0.79,-65,66,-66,3,
0,0.97,-0.05,-7.87,-0.61,-0.79,-62,64,-65,3,
0.01,0.96,-0.03,-34.06,6.23,-2.08,-62,66,-61,3,
0.01,0.96,-0.13,-16.3,2.87,-0.73,-61,61,-61,3,
0,0.96,-0.15,-8.54,1.04,1.28,-61,62,-54,3,
0.01,0.95,-0.18,-17.33,0.67,0,-59,60,-60,3,
0.01,0.95,-0.22,-0.73,0.98,-0.06,-59,58,-53,3,
0,0.94,-0.21,-11.17,0.61,-0.92,-55,60,-54,3,
0,0.94,-0.25,7.32,1.59,-0.67,-59,60,-51,3,
0,0.95,-0.2,27.77,-0.67,-0.37,-59,59,-54,3,
0.01,0.96,-0.17,10.31,-0.98,-0.06,-58,62,-57,3,
0.01,0.96,-0.13,28.14,-1.22,-0.06,-59,62,-52,3,
0.01,0.97,-0.07,22.52,-3.11,0.31,-62,63,-63,3,
0,0.97,-0.01,31.01,-3.54,0.37,-61,67,-67,3,
0,0.97,0.05,28.75,-1.77,-1.28,-62,67,-67,3,
0,0.97,0.09,24.9,-2.69,-1.83,-65,70,-74,3,
0,0.96,0.15,18.13,-2.56,-1.28,-70,73,-81,3,
0.01,0.96,0.17,14.1,-0.43,-1.53,-70,73,-79,3,
0.01,0.95,0.19,9.95,0.43,-0.98,-73,73,-82,3,
0.01,0.95,0.2,0.24,0.18,-0.12,-72,72,-85,3,
0.01,0.95,0.2,-0.79,0.24,0.06,-72,76,-84,3,
0.01,0.95,0.2,-7.81,1.46,0.12,-69,72,-86,3,
0.01,0.96,0.18,-11.11,1.1,0.67,-70,74,-81,3,
0.01,0.96,0.14,-17.46,2.5,-0.31,-69,73,-75,3,
0.01,0.96,0.13,-11.29,3.48,0.49,-66,72,-74,3,
0,0.97,0.08,-21.12,2.69,1.4,-66,70,-70,3,
0.01,0.98,0.03,-12.63,3.6,0.67,-62,66,-68,3,
0.01,0.97,0.05,15.99,-0.49,-0.24,-65,66,-67,3,
0,0.97,0.07,8.61,-1.16,-0.37,-63,69,-67,3,
0,0.97,0.09,9.77,-2.32,-0.37,-66,69,-72,3,
0.01,0.97,0.11,7.51,-1.77,-0.67,-65,71,-72,3,
0.01,0.97,0.13,8.06,-1.65,-1.46,-65,71,-74,3,
0.01,0.96,0.14,5.62,-1.53,-1.4,-67,72,-74,3,
0.01,0.96,0.15,0.73,0.37,-0.79,-68,72,-73,3,
0.01,0.96,0.14,1.1,0.06,-0.37,-66,70,-76,3,
0.01,0.96,0.15,0.98,0.43,-0.55,-67,71,-77,3,
0.01,0.96,0.16,4.7,-0.06,-0.06,-65,71,-78,3,
0.01,0.96,0.17,9.09,-1.89,-1.46,-67,72,-76,3,
0.01,0.95,0.19,6.04,-0.92,-0.18,-69,75,-80,3,
0.01,0.95,0.2,4.82,-1.34,0.37,-71,74,-83,3,
0.01,0.95,0.22,10.31,-2.01,-1.28,-72,77,-85,3,
0.01,0.94,0.24,17.15,0.31,-1.34,-72,76,-86,3,
0.01,0.94,0.25,-2.08,0.18,1.22,-72,76,-90,3,
0.01,0.94,0.25,5.19,-0.31,-0.73,-75,78,-88,3,
0.01,0.94,0.26,0.49,0.06,0.37,-75,75,-91,3,
0.01,0.94,0.25,-5.43,1.28,0.49,-75,79,-89,3,
0.01,0.94,0.24,-10.13,1.46,0.73,-73,77,-90,3,
0.01,0.95,0.21,-17.09,3.54,1.89,-70,76,-78,3,
